Authors,Author full names,Author(s) ID,Language,AI,Title,Abstract,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Index Keywords,References,Publisher,ISSN,ISBN,CODEN,PubMed ID,Document Type,Source,EID
Y. Moradipour|Mahmoud Sarkari Khorrami|Seyed Farshid Kashani-Bozorg,,,,FALSE,Fabrication of Al2crfecocutini2-Based High-Entropy Alloy Clads on H13 Tool Steel by Tig Process Employing Various Substrate Initial Temperatures,"Cladding of H13 tool steel was carried out using TIG process employing Al2CrCoCuTiNi2 high-entropy alloy (HEA) filler metal. The effect of substrate initial temperature (-30, 25 and 250 °C) on the microstructural evolutions and microhardness of the clad layers was investigated. The HEA filler metal showed appreciable segregation of Cu and Cr while the chemical composition of the fabricated clad was modified to ∼Al2CrFeCoCuTiNi2 + carbon due to substrate dilution (Fe and C came from the substrate). In general, the fabricated crack-free clad layers showed fine dendrites of TiC-based structure in a cell/intercellular morphology of the dominant BCC and minor FCC phases, respectively. It was found that the lower the substrate initial temperature, the lower the dilution rate, Fe-content of the clad, and volume fractions of TiC carbides as well as FCC phase. The maximum hardness value of the clad layer was found to be ~780 HV using the lowest substrate initial temperature; this is approximately 2 times of that of the substrate, suggesting the effectiveness of the fabrication route in enhancing surface hardness of the tool steel. It was observed that the amount of BCC phase displayed major contribution in enhancing the hardness of clad layers.",2023,SSRN Electronic Journal,,,,,,0,https://doi.org/10.2139/ssrn.4341136,,Shahid Rajaee Teacher Training University|Oldham Council|University of Tehran,,,,,1556-5068,,,,article,,
Ziqiang Dong|Ankang Sun|Shuang Yang|Xiaodong Yu|Hao Yuan|Zihan Wang|Luchen Deng,,,AI,TRUE,"Machine Learning-Assisted Discovery of Cr, Al-Containing High-Entropy Alloys for High Oxidation Resistance","A machine learning (ML) integrated workflow was utilized to guide the design of Cr, Al-containing equiatomic five-element high-entropy alloys (HEAs) for achieving an enhanced high-temperature oxidation resistance. ML directs the design of HEAs to a chemical composition consisting of Fe, Cr, Al, Ni, and Cu for enhanced oxidation resistance. The oxidation behavior of AlxCrCuFeNi (x=0, 0.25, 0.5, 1) HEAs at 1100 °C in air was systematically investigated and the oxidation mechanism was elucidated. The experimental validation agrees well with the ML prediction, demonstrating that ML could be used as a powerful tool for designing alloys with optimized oxidation resistance.",2023,SSRN Electronic Journal,,,,,,0,https://doi.org/10.2139/ssrn.4355307,,Oldham Council|Oldham Council|Oldham Council|Oldham Council|Shanghai University|Chinese National Human Genome Center at Shanghai|Shanghai University|Oldham Council,,,,,1556-5068,,,,article,,
Chun Cheng|Tianpeng Li|Jipeng Wang|Guang Li|Yingqian Fu|Zhaoxiu Jiang|Yiwen Ni|Yuxuan Zheng,,,,FALSE,Mechanical Properties of Refractory High Entropy Alloy Wnbtav and its Penetration Behavior to Aluminum Alloy Plate,"Quasi-static and dynamic compression experiments of high entropy alloy WNbTaV and ballistic experiments of high entropy alloy WNbTaV projectile against 2A12 aluminum alloy thin target were carried out to study the mechanical properties of high entropy alloy WNbTaV and its penetration behavior into aluminum alloy target plate. The results show that high entropy alloy WNbTaV has an obvious strain rate effect. When the strain rate is 10-3s-1, the yield strength of high entropy alloy WNbTaV is about 980MPa, the fracture strength is 1340MPa, and the fracture strain is less than 7%. However, the dynamic yield strength of high entropy alloy WNbTaV is about twice the quasi-static yield strength, and the dynamic fracture strain is more than twice that under quasi-static compression. When the high entropy alloy WNbTaV projectile impacts the 2A12 aluminum alloy target plate with a thickness of 2mm at a velocity below 348.5m/s, the projectile is rigid without deformation. The ultimate penetration velocity of high entropy alloy WNbTaV projectile to the 2mm thick 2A12 aluminum alloy target plate is about 273m/s. Within a certain impact velocity range, the residual velocity, initial impact velocity, and ultimate penetration velocity of high entropy alloy WNbTaV projectile penetrating the 2mm thick 2A12 aluminum alloy target meet the following relationships, [[EQUATION]] .",2023,SSRN Electronic Journal,,,,,,0,https://doi.org/10.2139/ssrn.4357890,,Ningbo University|Oldham Council||Inner Mongolia Electric Power (China)|Ningbo University|Ningbo University|Ningbo University|Ningbo University,,,,,1556-5068,,,,article,,
Chunyu Yin|Wenxuan Li|Xi Qiu|Bin Luo|Hongtao Huang,,,,FALSE,Characterization of the Oxide Film and Deuterium Permeation Behavior of Cocrmnfeni High Entropy Alloy Oxidized at 550 Â°C for 24 Hours,"High entropy alloys have become potential candidate materials for high temperature nuclear reactor due to its high strength, high hardness, excellent corrosion resistance and radiation resistance, therefore the compatibility of hydrogen isotopes with HEAs becomes a key issue that has attracted a lot of attentions. The deuterium permeation behavior of the CoCrMnFeNi high entropy alloy after oxidation at 550 °C for 24 h was investigated by gas-phase deuterium permeation testing, SEM, X-ray diffraction methods in this paper. The results show that a dense oxide film with a thickness of about 1μm was formed on the surface of the sample after oxidation. The outer layer of the oxide film is rich in Mn2O3 and the inner layer is rich in Cr2O3. The deuterium permeability of the CoCrMnFeNi sample after oxidation was reduced by an order of magnitude and was 1/7-1/17 times as high as that for the unoxidized one.",2023,SSRN Electronic Journal,,,,,,0,https://doi.org/10.2139/ssrn.4362477,,Oldham Council|Oldham Council|Oldham Council|Oldham Council|Sun Yat-sen University,,,,,1556-5068,,,,article,,
Weiran Zhang|Peter K. Liaw|ZhenBang Wei|Meng Wang|Peng-fei Zhang|Yong Zhang,,,,FALSE,Corrosion Behavior of Vcrfeta0.1w0.1 and Vcrfeta0.2w0.2 Refractory High-Entropy Alloys,"In this study, the influence of precipitated Laves particles on the stable/metastable pitting of VCrFeTa0.1W0.1 and VCrFeTa0.2W0.2 high-entropy alloys (HEAs) in a 3.5 wt% NaCl solution was investigated. The microstructures, corrosion behaviors, and mechanisms were also evaluated. The potentiodynamic-polarization test results demonstrated that the precipitated Laves particles reduced the pitting resistance of HEAs. The corrosion current densities of the VCrFeTa0.1W0.1 and VCrFeTa0.2W0.2 HEAs were 0.066 and 1.361 μA/cm2, respectively, with pitting potentials of 1.058 and 0.881 V, respectively. The corrosion current density and pitting potential were competitive compared with those of other HEAs and traditional alloys.",2023,SSRN Electronic Journal,,,,,,0,https://doi.org/10.2139/ssrn.4363658,,Oldham Council|University of Tennessee at Knoxville|Oldham Council|Oldham Council|Oldham Council|University of Science and Technology Beijing,,,,,1556-5068,,,,article,,
Donghui Wen|Beibei Jiang|Zhaowen Huang|Fengyu Kong|Xionghua Jiang|Anding Wang|Gang Liu|Biao Wang,,,,FALSE,Supersaturation and Dissolvable Î‘-Cr Phase Enable Superior Oxidation Resistance in Fecrni Medium-Entropy Alloys,"Increasing Cr content in Fe-based alloys is expected to improve oxidation and corrosion resistances, but its effectiveness always degrades because of the over-doping induced precipitation of harmful σ-FeCr and Cr23C6 phases. In this study, the precipitation and oxidation behaviors of FexCrNi alloys were systematically investigated. It is found that the precipitation behavior could be controlled by adjusting Cr content. The α-Cr phase precipitates at 800 °C in supersaturated FeCrNi medium entropy alloy (MEA), while it is absent in Fe3CrNi alloy due to the lower Cr content. FeCrNi MEA shows much better oxidation resistance than Fe3CrNi, the oxidation rate constant of FeCrNi is two orders lower than that in Fe3CrNi alloy. The oxidation activate energy of FeCrNi (545 kJ/mol) is much higher than that of Fe3CrNi alloy (80 kJ/mol), which can be attributed to the synergistic effects of α-Cr dissolution, high configuration entropy and Cr supersaturation. Unlike σ-FeCr and Cr23C6 in stainless steels, the metastable α-Cr phase can be controllably introduced in FeCrNi as a “Cr resource”, and will dissolve during long-term oxidation to provide the required Cr element for the stabilization of Cr2O3 scale. These discoveries shed new insights into the innovative design of stainless materials for heat-resistance structural applications.",2023,SSRN Electronic Journal,,,,,,0,https://doi.org/10.2139/ssrn.4367787,,Dongguan University of Technology|Guangdong University of Technology|Dongguan University of Technology|Dongguan University of Technology|Dongguan University of Technology|Dongguan University of Technology|Xi'an Jiaotong University|Sun Yat-sen University,,,,,1556-5068,,,,article,,
Ã‰ddie Magnus da Luz|Richard de Medeiros Castro|Milton Pereira|Rafael Gomes Nunes Silva|Adriano de Souza Pinto Pereira,,,,FALSE,Evaluation of FeCrNiMo coating Tribological performance produced through laser directed energy deposition sliding under biodegradable oils,"Improving the performance of mechanical components and reducing machine energy consumption involves the correct selection of lubricants and their contact surfaces. The use of biodegradable hydraulic fluids along with less environmental impact surfaces is one example. In this sense, the following paper aims to analyze the behavior of mineral oil (HLP) and biodegradable oils (HEPR and HETG) submitted to a sliding with pins manufactured in PTFE and Al2O3 against a flat substrate coated with FeCrNiMo by the Laser Directed Energy Deposition (L-DED) process. Coatings by this replacement deposition process are proving to be a promising alternative in the replacement of hard chromium, a harmful material to human health. The slip tests were performed in a pin-on-disk tribometer using different loads in order to assess lubrication and wear regimes. In the tests, the average of the friction coefficients (Î¼) obtained was Î¼HETG = 0.072, Î¼HLP = 0.026 and Î¼HEPR = 0.011, besides well-defined lubrication regimes. In the wear analysis, it was observed that the highest concentrations of Zn and P additives, found in HEPR, reduced surface damage. The main wear mechanisms identified were scratching, microcracking, microploughing and detachment. Consistent with the results mentioned, the largest volume removed from the coating was with the use of HETG vegetable oil, about 41% more than HEPR.",2023,OBSERVATÃ“RIO DE LA ECONOMÃA LATINOAMERICANA,,,,,,0,https://doi.org/10.55905/oelv21n2-001,,,,,,,1696-8352,,,,article,,
Amit Kumar Richhariya|Nagesh Kumar Srivastava|Jeetender Kumar Yadav,,,,FALSE,Advancements in composite Coatings of High Entropy Alloys: An In-Depth Review,"Unpredictable deterioration has long been a problem across a wide range of sectors, and it remains so today. High wear-resistant steels, alloys/high entropy alloys (HEAs), composites, and coatings have been the subject of several successful research efforts in recent years. According to this breakdown, the processes of deterioration at elevated temperatures vary greatly from those at room temperature. The attrition resistance of materials was also significantly impacted by their wear resistance, oxidation resistance, and hardness while operating at high temperatures. Therefore, it is necessary to describe in a review the many degradations process of high-temperature materials that exhibit hardness, wear resistance, and oxidation resistance. As a result, this study focuses on the most current improvements, innovations, and wear processes documented for a selection of high-temperature wear-resistant materials.",2023,International Journal of Energy Resources Applications,,,,,,0,https://doi.org/10.56896/ijera.2023.2.1.003,,Galgotias University|Galgotias University|Galgotias University,,,,,2583-6617,,,,article,,
Takayoshi Nakano|Ryosuke Ozasa|Aira Matsugaki,,,,FALSE,Development of Biomedical High-Entropy Alloys ï¼ˆBioHEAsï¼‰ and their Functionalization through Metal Additive Manufacturing,"High-entropy alloys ï¼ˆHEAsï¼‰ have attracted attention as a new material with excellent features such as solid solution hardening due to the high entropy effect derived from more than five constituent elements. In this review article, the alloying design of HEAs for biomedical applications ï¼ˆBioHEAsï¼‰, which was firstly developed in Japan, is introduced. By super rapid cooling using the metal additive manufacturing with the laser beam as a heat source, the elemental segregation often seen in HEAs was suppressed, and true HEAs were developed to achieve high functionality.",2022,Journal of Smart Processing,,,,,,0,https://doi.org/10.7791/jspmee.11.153,,Osaka University|Osaka University|Osaka University,,,,,2186-702X,,,,article,,
Yi Qiang|Xiyuan Lv,,,AI,TRUE,"Design, Performance Optimization and Application of High-Entropy Alloy Materials in Mechanical Engineering: A Review","High-entropy alloys have multi-scale and complex microstructures, and their properties are highly tunable. They have great potential for development. However, the current development of high-entropy alloys is still dominated by trial and error, lacking effective guidance and low development efficiency. Machine learning is a data-based material design technology, which has been applied to the prediction of phase composition, prediction and optimization of mechanical properties, and auxiliary simulation calculations in the field of high-entropy alloys. However, the insufficiency of existing data, unbalanced distribution and the limitation of the model itself lead to great uncertainty in the composition optimization strategy based on machine learning. Based on this, this paper takes the machine learning method as the core, combines the composition design and the material design idea based on machine learning, and discusses its design idea in the high-entropy alloy system. And summarize their application research status in high entropy alloy composition screening, phase and structure calculation, and performance prediction. Finally, the current problems in this field are proposed, and solutions and future prospects are provided.",2023,Science of Advanced Materials,,,,,,0,https://doi.org/10.1166/sam.2023.4471,,,,,,,1947-2935,,,,review,,
Petr KratochvÃ­l|F. P. de SÃ¡|Hana ThÃ¼rlovÃ¡,,,,FALSE,A Novel Preparation Route for Enhancing Mechanical Properties of High Entropy Alloys,"Journal Article A Novel Preparation Route for Enhancing Mechanical Properties of High Entropy Alloys Get access Petr KratochvÃ­l, Petr KratochvÃ­l Department of metals and corrosion engineering, University of Chemistry and Technology in Prague, Prague, Czech Republic Corresponding author: kratochs@vscht.cz Search for other works by this author on: Oxford Academic Google Scholar Filip PruËšÅ¡a, Filip PruËšÅ¡a Department of metals and corrosion engineering, University of Chemistry and Technology in Prague, Prague, Czech Republic Search for other works by this author on: Oxford Academic Google Scholar Hana ThÃ¼rlova Hana ThÃ¼rlova Department of metals and corrosion engineering, University of Chemistry and Technology in Prague, Prague, Czech Republic Search for other works by this author on: Oxford Academic Google Scholar Microscopy and Microanalysis, Volume 29, Issue Supplement_1, 1 August 2023, Pages 1525â€“1526, https://doi.org/10.1093/micmic/ozad067.785 Published: 22 July 2023",2023,Microscopy and Microanalysis,,,,,,0,https://doi.org/10.1093/micmic/ozad067.785,,"University of Chemistry and Technology, Prague|University of Chemistry and Technology, Prague|University of Chemistry and Technology, Prague",,,,,1431-9276,,,,article,,
N. A. Sukhova|Roman Khmyrov|Yu.O. Pristinsky,,,,FALSE,Development of Technology for Spark Plasma Sintering of High-Entropy Target Cathodes for Synthesis of Wear-Resistant Coatings on Cutting Tools,"The article is devoted to the problem of increasing the wear resistance of cutting tools. One way to solve the problem is the application of wear-resistant coatings on the cutting part of the cutting tool, synthesized from high-entropic alloys. Despite considerable interest in high-entropic alloys in our country and abroad, the issues of the possibility of obtaining high-entropic target cathodes for plasma generation in electric arc and magnetron sources by spark plasma sintering require careful consideration and experimental research. The paper presents the technological process of spark plasma sintering of high-entropy target cathodes, taking into account the specific aspects related to the peculiarities of their subsequent use in the application of composite nanostructured wear-resistant coatings, in particular the formation of the necessary quantitative and qualitative composition on the tool surface and ensuring appropriate operating properties (wear resistance, reliability, heat resistance, ability to take large contact loads on the cutting The results of experimental research confirming the possibility of obtaining high-entropy target cathodes by the method of spark plasma sintering are presented. The regularities of the influence of technological factors on the properties and structure of high-entropy target cathodes are studied. Based on the analysis of physical and mechanical properties and structure of sintered samples of high-entropy target.",2023,Lecture notes in mechanical engineering,,,,,,0,https://doi.org/10.1007/978-3-031-38126-3_57,,Moscow State Technological University|Moscow State Technological University|Moscow State Technological University,,,,,2195-4356,,,,book-chapter,,
Pavel Romanov,,,,FALSE,Improving the efficiency of the cutting tool based on its modification,"Currently, carbide cutting tools are mainly used for processing blanks of machine parts. Increasing the working life of carbide plates is one of the urgent tasks in mechanical engineering. The paper proposes to increase the working life due to the complex modification of the working surfaces of the carbide tool. Modification of the tool surface is proposed to be carried out on the basis of electron beam alloying with an alloy based on niobium and hafnium, followed by the application of a wear-resistant coating of titanium aluminitride.",2023,E3S Web of Conferences,,,,,,0,https://doi.org/10.1051/e3sconf/202340210027,,Peter the Great St. Petersburg Polytechnic University,,,,,2267-1242,,,,article,,
Haruyuki Inui|Le LI|Zhenghao Chen|Kyosuke Kishida,,,,FALSE,Atomic Structures and Mechanical Properties in High-Entropy Alloys â€”With Special Attention to Short-Range Ordering,"In recent years, a new class of alloys called high-entropy alloysï¼ˆHEAsï¼‰have attracted significant attention of a tremendous number of materials scientists in the world due to their excellent combination of high strength and high ductility. Research on HEAs has thus become one of the most active areas in materials science today. There is a renewed interest in atomic structures of solid-solution alloys, as a possibility is proposed to further increase the strength by forming short-range orderingï¼ˆSROï¼‰only through simple heat-treatment. A review is made on how to detect SRO in the CrCoNi HEA, one of the strongest HEAs, and the effects of SRO on the strength.",2023,Nihon Kessho Gakkaishi,,,,,,0,https://doi.org/10.5940/jcrsj.65.172,,Materials Science & Engineering|Kyoto University|Materials Science & Engineering|Kyoto University|Kyoto University|Materials Science & Engineering|Materials Science & Engineering|Kyoto University,,,,,0369-4585,,,,article,,
Jasti Surendra|M. Gopi Krishna,,,,FALSE,High entropy systems through ternary alloys-A novel study,"High-entropy alloys (HEAs) have gained significant attention in the field of materials science and engineering due to their unique composition and properties. Unlike conventional alloys, which typically consist of one or two base elements, HEAs are composed of multiple principal elements, offering a vast number of potential compositions. The emergence of HEAs has brought forth fundamental challenges to existing theories, models, and methods developed for conventional alloys. In this critical review, we examine recent studies that aim to address the fundamental issues associated with phase formation in HEAs. Furthermore, we discuss the novel properties exhibited by HEAs, including their exceptional specific strength, superior mechanical performance at high temperatures, remarkable ductility and fracture toughness at cryogenic temperatures, as well as their superparamagnetic and superconducting behavior. The significant structural and functional potential of HEAs, coupled with their versatility in design, make them promising candidates for a wide range of applications, thereby necessitating further exploration and investigation.
To provide insights into future research directions and potential areas of exploration for further advancements in HEAs, considering the wide spectrum of research space and opportunities offered by this novel class of alloys.",2023,Elsevier eBooks,,,,,,0,https://doi.org/10.1016/b978-0-323-96020-5.00151-5,,Acharya Nagarjuna University|Acharya Nagarjuna University,,,,,,,,,book-chapter,,
Yu Zou,,,,FALSE,Thermal Stability and Mechanical Properties of Nanostructured High-Entropy Alloys,"In the past decade, the emergence of high-entropy alloys (HEAs) and other high-entropy materials (HEMs) have brought about new opportunities in the development of novel materials for high-performance applications. In combining solid-solution strengthening with grain-boundary strengthening, new material systems—nanostructured or nanocrystalline (NC) HEAs or HEMs—have been developed, showing superior combined mechanical and functional properties compared to conventional alloys, HEAs, and NC-metals. This chapter reviews the processing methods, materials, mechanical properties, thermal stability, and functional properties of various nanostructured HEMs, particularly NC-HEAs. With such new nanostructures and alloy compositions, many interesting phenomena and properties of such NC-HEAs have been unveiled, for example, extraordinary microstructural and mechanical thermal stability. As more HEAs or HEMs are being developed, a new avenue of research is to be exploited. The chapter concludes with perspectives about future directions in this field.",2023,,,,,,,0,https://doi.org/10.1007/978-3-031-38141-6_58,,University of Toronto,,,,,,,,,book-chapter,,
Ryo Kubota|Shota Tanemura|Hirotsugu Kawanaka|Hajime Miyata|Michiaki Kurosaki|Daisuke Hirasawa|Kenji Onodera,,,,FALSE,DEVELOPMENT OF LASER HARDFACING METHOD OF COBALT BASED ALLOYS FOR VALVE SEAT,"Cobalt-based alloys are used as a hard-facing for valve seats installed in nuclear power plants. In high-temperature, high-pressure service environments, cobalt leaches out due to erosion, corrosion, wear and cracking. Since leached cobalt becomes 60Co due to radiation in the reactor, we have developed a method to improve the corrosion and wear resistance of cobalt-based alloy valve seats using directed energy deposition(DED).",2023,The Proceedings of the International Conference on Nuclear Engineering (ICONE),,,,,,0,https://doi.org/10.1299/jsmeicone.2023.30.1506,,Hitachi (Japan)|Hitachi (Japan)|Hitachi (Japan)|Hitachi (Japan)|Hitachi (Japan)|Hitachi (Japan)|Hitachi (Japan),,,,,2424-2934,,,,article,,
Alican  YAKIN|Tuncay ÅžÄ°MÅžEK|Arun K. Chattopadhyay|Adnan AKKURT,,,,FALSE,Utilization of High-Entropy Alloys in Additive Manufacturing and Determination of Additive Manufacturing Process Parameters,"In recent years, there has been a notable shift towards additive manufacturing methods, driven by the numerous advantages they offer over traditional production processes. These innovative techniques enable the rapid and precise fabrication of components with intricate and unique geometries while significantly reducing material waste. They also bring an unparalleled level of flexibility to the manufacturing process, promoting swift prototyping and expediting product development and innovation. Various industries, including aerospace, automotive, gas turbines, nuclear, and medical fields, are capitalizing on the potential of additive manufacturing to enhance their operations. As the applications of additive manufacturing continue to expand, there arises a compelling need for cutting-edge advanced materials that can meet the stringent demands of challenging operating conditions. Environments characterized by high temperatures, corrosion, oxidation, and radiation necessitate materials with exceptional properties. This requirement is particularly pronounced in industries like nuclear and gas turbines. While traditional alloys such as those based on aluminum, nickel-cobalt, titanium, and iron have found use as raw materials in additive manufacturing, their reliability under extreme conditions is often limited. This is where refractory high-entropy alloys (RHEA) enter the spotlight. RHEA alloys exhibit remarkable attributes, including high-temperature resistance, resistance to oxidation at elevated temperatures, resilience to radiation, and excellent wear resistance. These characteristics make them wellsuited for deployment in the most challenging applications. Despite the immense potential of RHEA alloys, there exists a gap in the research when it comes to their utilization in additive manufacturing. The literature lacks comprehensive information regarding their suitability as raw materials and the optimal processing parameters required. Introducing RHEA alloys as primary materials for additive manufacturing processes would represent a substantial contribution, benefiting both the academic community and the additive manufacturing industry. It paves the way for harnessing the full potential of these advanced materials in a wide array of applications.",2023,,,,,,,0,https://doi.org/10.59287/as-proceedings.304,,Gazi University|KÄ±rÄ±kkale University||Gazi University,,,,,,,,,article,,
Wenwen Song,,,,FALSE,Short-Range Ordering Engineering,The aforementioned novel strengthening concepts inspired me to look for new strengthening concepts to improve mechanical properties. The short-range ordering (SRO) concept is therefore recently proposed and applied in various steels as a new pathway to overcome the strength-ductility trade-off in nanostructured metallic materials.,2024,"Topics in mining, metallurgy and materials engineering",,,,,,0,https://doi.org/10.1007/978-3-031-42967-5_7,,University of Kassel,,,,,2364-3293,,,,book-chapter,,
Hafiz M. Alojaly|K.Y. Benyounis|Khaled A. Eldressi,,,,FALSE,Laser surface treatment of steels,"Laser surface treatment is a versatile manufacturing method that utilizes a laser beam to modify the surface of materials including steel. It offers advantages such as precise control over heat input and shorter processing times compared to other heat treatment methods. This process encompasses techniques such as laser surface heat treatment, laser surface melting, and laser surface alloying, each serving specific purposes. The aim of this process is to enhance wear and corrosion resistance, improve hardness, and fatigue strength, refine microstructure, and reduce surface roughness. It finds applications in various industries, including aerospace, nuclear, automobile, and others.
Challenges in laser surface treatment of steels include process control, equipment design, cost-effectiveness, safety concerns, and material compatibility. To address these challenges, possible solutions include advanced sensors, modeling and simulation, automation, material development, and process optimization. Future directions involve combining laser cladding with other techniques, integrating with additive manufacturing, digitalization, sustainability efforts, and enhancing properties in high-performance materials.",2024,Elsevier eBooks,,,,,,0,https://doi.org/10.1016/b978-0-323-96020-5.00252-1,,University of Benghazi|Dublin City University|University of Benghazi|University of Benghazi,,,,,,,,,book-chapter,,
Et al. Jagannath Jijaba Kadam,,,AI,TRUE,Machine Learning-Based Optimization Method for the Oxygen Evolution and Reduction Reaction of the High-Entropy Alloy Catalysts,"In recent times, high-entropy alloys (HEAs) have found application in heterogeneous catalysis, capitalizing on their vast chemical potential. Yet, this extensive chemical landscape presents significant challenges when attempting a comprehensive exploration of HEAs through traditional trial-and-error approaches. Therefore, the machine learning (ML) approach is offered to appearance into the catalytic activity (CA) of countless sensitive sites on HEA surfaces in the oxygen-lessening response (ORR) and oxygen evolution reactions (OER). In this research, a Density Functional Theory (DFT) with a supervised ML model is assembled and founded on the gradient boosting regression (GBR) algorithm that predicted the O2 adsorption energies with a high overpotential of all surface sites on the two HEAs. Initially, the HEAs Co-Fe-Ga-Ni-Zn and Al-Cu-Pd-Pt offer a framework for adjusting the composition of disordered multi-metallic alloys to regulate the activity and selectivity of the reduction of oxygen to extremely reduced compounds. This attains generalizability, high accuracy and simplicity with the proposed technique. For fine-tuning such features, HEAs provide a huge compositional space. Consequently, the research reports the custom of the Bayesian optimization model based on HEA active compositions to suppress the formation of Oxygen (O2) and with strong O2 adsorption to favour the lessening of O2. The GBR approach is applied to build a highly accurate, easily generalizable, and effective ML model. The proposed work is analysed using Python software. The findings show that the separate charities of correlated metal atoms close to the responsive site are mixed to form the adsorption energy, which is clear from a thorough analysis of the data. It is suggested that a highly effective HEA catalyst composed of Co-Fe-Ga-Ni-Zn and Al-Cu-Pd-Pt be exploited, which is an effective method for further enhancing the ORR CA of potential HEA catalysts. An instruction manual for the logical design and synthesis of HEA catalysts' nanostructures is provided by the proposed research.",2023,International Journal on Recent and Innovation Trends in Computing and Communication,,,,,,0,https://doi.org/10.17762/ijritcc.v11i9.9214,,,,,,,2321-8169,,,,article,,
Dandan Cai|Jichi Li|Jianhua Zhou|Linglan He|Ziwen Zhang|Mingyang Liu|Zhibo Zhang,,,,FALSE,First-principles study on strengthening and properties of high-entropy alloys and its application in automotive materials,"With the development of world technology, people's demand for cars continues to increase, leading to a series of problems. Research has shown that reducing the overall mass of cars can significantly reduce their fuel consumption and greenhouse gas emissions. High-entropy alloy has a series of excellent properties such as high strength, high hardness, corrosion resistance, etc. Among them, light High-entropy alloy has higher specific strength. Therefore, High-entropy alloy has become one of the hot spots in material research. Therefore, using the EMTO-CPA calculation method, we can easily select the alloys we need, greatly saving economic and time costs. After obtaining the corresponding results through calculation, experimental research can be conducted more targeted.",2024,,,,,,,0,https://doi.org/10.1117/12.3015534,,China Automotive Technology and Research Center|China Automotive Technology and Research Center|China Automotive Technology and Research Center|China Automotive Technology and Research Center|China Automotive Technology and Research Center|China Automotive Technology and Research Center|China Automotive Technology and Research Center,,,,,,,,,article,,
Daniel H. C. Wan|Guangyu Chen|Jay Hon Cheung Yan|Feng Ryan Wang|Minhua Shao,,,,FALSE,High-Entropy Alloys as Oxygen Reduction Reaction Electrocatalysts for Proton Exchange Membrane Fuel Cells Application,"High entropy alloys (HEA) are complex multi-element materials. Owing to their multi-elemental nature, they can finetune surface adsorption energy and active sites which make them appealing to various catalytic reactions. HEI is a subclass of HEA that consist of an ordered alloy structure rather than a random alloy structure. The order-ness may induce more stable structures and uniform active sites, which in turn enhance the durability and activity under catalytic conditions. Here, we have synthesized a HEI(Pt40Ni20Co20Mn10Ir10) supported on porous carbon via a seed-mediated impregnation method. The intermetallic characteristics with periodic trends can be seen in the HAADF-STEM image (Fig. 1a). Based on the atomic arrangement, the HEI resembled a L12 structure. The corresponding EDX mapping the catalyst also showed the presence of all alloying species in the nanoparticles. The catalyst performance of the catalysts was evaluated in a 3-electrode liquid cell set-up with catalyst coated glassy carbon rotating disk electrode, Ag/AgCl and Pt mesh as working, reference and counter electrode, respectively. The catalyst’s mass activity (MA) was calculated based on the result obtained from ORR polarization test conducted under O2 saturated 0.1M HClO4. The initial mass activities for PtCo and HEA in ORR were 0.81 and 1.23 A mg-1Pt, respectively (Fig. 1b), while that of Pt/C was only 0.26 A mg-1Pt. A subsequent accelerated degradation test (ADT) was conducted under Ar-saturated 0.1M HClO4 with 0.6-1.0 V vs RHE square-wave cycling (3s hold at each potential) for 30k cycles. MA was measured after 10k and 30k cycles. HEA retained a MA of 0.48 A mg-1Pt after the ADT, above the DOE target (0.44 A mg-1Pt). We also compared our HEI samples synthesized with different annealing temperatures and duration (Fig. 1c), and it showed that 800◦C with 20 mins temperature hold showed the highest MA and electrochemical surface area (ECSA).",2023,ECS Meeting Abstracts,,,,,,0,https://doi.org/10.1149/ma2023-02572749mtgabs,,Hong Kong University of Science and Technology|University College London|University of Hong Kong|Hong Kong University of Science and Technology|University of Hong Kong|University College London|University College London|Hong Kong University of Science and Technology|University of Hong Kong,,,,,1091-8213,,,,article,,
Tabrez Qureshi|Mohammad Mohsin Khan|Harveer Singh Pali,,,,FALSE,Fabrication of Ceramic Material,"This chapter introduces the emerging field of high entropy ceramics, which are characterized by their complex and disordered structures resulting from the amalgamation of multiple elements in nearly equal amounts. Unlike traditional ceramics composed of one or a few elements, high entropy ceramics exhibit exceptional properties such as high strength, hardness, and thermal stability. The chapter delves into high-entropy ceramics' synthesis, properties, and potential applications, highlighting their versatility in various fields. Additionally, the chapter outlines the fabrication techniques involved in producing high-entropy ceramics, including material selection, powder preparation, powder compaction, and sintering.",2024,Advances in chemical and materials engineering book series,,,,,,0,https://doi.org/10.4018/978-1-6684-9385-4.ch003,,National Institute of Technology Srinagar|National Institute of Technology Srinagar|National Institute of Technology Srinagar,,,,,2327-5448,,,,book-chapter,,
