,DOI,Title,Abstract,AI_Methods,Abstract,Abstract
667,10.1016/j.mser.2021.100645,Machine-learning and high-throughput studies for high-entropy materials,"The combination of multiple-principal element materials, known as high-entropy materials (HEMs), expands the multi-dimensional compositional space to gigantic stoichiometry. It is impossible to afford a holistic approach to explore each possibility. With the advance of the materials genome initiative and characterization technology, a high-throughput (HT) approach is more reasonable, especially to identify the specified functions for the new HEMs development. There are three major components for the HT approach, which are the computational tools, experimental tools, and digital data. This article reviews both the materials informatics and experimental approaches for the HT methods. Applications of these tools on composition-varying samples can be used to obtain stoichiometry effectively and phase-structure-property relationships efficiently for the materials-property database establishment. They can also be used in conjunction with machine learning (ML) to improve the predictability of models. These ML tools will be an essential part of HT approaches to develop the new HEMs. The ML-developed HEMs together with ML-created other materials are positioned in this manuscript for future HEMs advancement. Comparing all the reviewed properties, the hierarchical microstructures together with the heterogeneous grain sizes show the highest potential to apply ML for new HEMs, which needs HT validations to accelerate the development. The promising potential and the database from the HEMs exploration would shed light on the future of humanity building from the scratch of Mars regolith. © 2021 Elsevier B.V.",,,
668,10.1016/j.actamat.2021.117431,A machine learning-based alloy design system to facilitate the rational design of high entropy alloys with enhanced hardness,"Trapped by time-consuming traditional trial-and-error methods and vast untapped composition space, efficiently discovering novel high entropy alloys (HEAs) with exceptional performance remains a great challenge. Herein, we present a machine learning-based alloy design system (MADS) to facilitate the rational design of HEAs with enhanced hardness. Initially, a hardness database was constructed, and then the key features affecting the hardness of HEAs were screened out by performing a four-step feature selection. Five descriptors including the average deviation of the atomic weight (ADAW), the average deviation of the column (ADC), the average deviation of the specific volume (ADSV), the valance electron concentration (VEC), and the mean melting point (T<inf>m</inf>) were identified as the key features related to the hardness of as-cast HEAs. Furtherly, a hardness prediction model based on the support vector machine was constructed with the five features as the inputs. The Pearson correlation coefficients of the well-trained model reach 0.94 for both the testing set and the leave-one-out cross validation (LOOCV). Subsequently, several optimized compositions recommended by inverse projection and high-throughput screening were synthesized by experiments. The best performer exhibits ultra-high hardness, which is 24.8% higher than the highest one in the original dataset. Moreover, the Shapley additive explanation (SHAP) was introduced to boost the model interpretability, which manifests that VEC plays an important role in the prediction for hardness. Notably, VEC has a positive effect on hardness when VEC < 7.5. © 2021 Acta Materialia Inc.",,,
669,10.1016/j.commatsci.2021.110905,Deep learning for mapping element distribution of high-entropy alloys in scanning transmission electron microscopy images,"The latest developments of machine learning (ML) and deep learning (DL) algorithms have paved the way to effectively analyze the atomic structure of chemically-complex materials. In this work, we present a DL model built upon a fully convolutional neural network (FCN) to resolve the random elements distribution of complex PtNiPdCoFe high-entropy alloys (HEAs) represented in the scanning transmission electron microscopy (STEM) images at atomic resolution. The objective of the proposed neural network is to learn through semantic segmentation the non-linear correlations between the pixels’ intensities of STEM images and the number of atoms of different constituent elements in the atomic columns (i.e., column heights) in the HEA's structure. We demonstrate that our DL model is capable of correctly estimating the column heights or with an error up to 1 atom for the majority of the columns in the HEA structures represented in the simulated STEM images used to train and test the network. This establishes a sufficiently high level of confidence in the estimation of the element distribution in experimental images. The predicted distributions in different STEM images of nanoparticles reveal inhomogeneous fluctuations with local aggregations in the elemental atomic fractions within the columns. The most pronounced aggregation is displayed by Pt, which is the largest and most electronegative element in the synthesized HEA material. The proposed DL method is beneficial for an in-depth characterization of the structural properties of HEAs and multielement 3D materials in general. © 2021 Elsevier B.V.",,,
670,10.1016/j.matchemphys.2021.125271,Influence of machining on the surface integrity of high- and medium-entropy alloys,"High- and medium-entropy alloys (HEAs) are a quite new class of materials. They have a high potential for applications from low to high temperatures due to the excellent combination of their structural properties. Concerning their application as components; processing properties, such as machinability, have hardly been investigated so far. Hence, machinability analyses with a focus on the influence of the milling process and its basic parameters (cutting speed, feed per cutting edge) on the resulting surface integrity of specimens from an equiatomic high- (CoCrFeMnNi) and a medium- (CoCrNi) entropy alloy have been carried out. A highly innovative milling process with ultrasonic assistance (USAM) was compared to conventional milling processes. Recent studies have shown that USAM has a high potential to significantly reduce the mechanical load on the tool and workpiece surface during milling. In this study, the basic machining and ultrasonic parameters were systematically varied. After machining, the surface integrity of the alloys was analyzed in terms of topography, defects, subsurface damage, and residual stresses. It was observed that USAM reduces the cutting forces and increases the surface integrity in terms of lower tensile residual stresses and defect density near the surfaces for the CoCrFeMnNi alloy. It was shown that the cutting forces and the metallurgical influence in the sub surface region are reduced by increasing the cutting speed and reducing the feed rate per cutting edge. With the CoCrNi alloy, the tool revealed severe wear. As a result, for this alloy no influence of the parameters on the machinability could be determined. © 2021 Elsevier B.V.",,,
671,10.1016/j.matlet.2021.130899,Machine learning guided discovery of super-hard high entropy ceramics,"In the present work, we used machine learning (ML) to explore new compositions of high entropy ceramic (HEC) materials that show improved hardness. Starting from a dataset containing hardness, loads and compositions of 557 ceramic materials including HECs, a ML model was built using random forest (RF) algorithm. The RF-based model successfully reproduced experimental load-hardness behavior of Al<inf>2</inf>O<inf>3</inf>, (Hf<inf>0.2</inf>Zr<inf>0.2</inf>Ti<inf>0.2</inf>Ta<inf>0.2</inf>Nb<inf>0.2</inf>)B<inf>2</inf> and (Hf<inf>0.2</inf>Zr<inf>0.2</inf>Ti<inf>0.2</inf>Ta<inf>0.2</inf>Mo<inf>0.2</inf>)B<inf>2</inf>. Accordingly, the built model was employed to find super-hard HECs. © 2021 Elsevier B.V.",,,
672,10.1016/j.matlet.2021.130888,Nonlinear dynamic characteristics of High-entropy alloy-carbon fiber composite laminate subjected to stochastic excitation,"In the paper, a high-entropy alloy-T300 carbon fiber composite laminate is built, and its nonlinear dynamics response is studied. A developed hysteretic nonlinear model is proposed to describe the stress-strain curves of a high-entropy alloy-T300 carbon fiber composite laminate, which overcomes the disadvantage of the traditional model that are easily affected by loading rate. The dynamic model of the system subjected to stochastic excitation is set up, and the developed multi-scale method is applied to obtain the natural frequency of the system. The results of numerical simulation shows that the high-entropy alloy-T300 carbon fiber composite laminate subjected to stochastic excitation has complex dynamic characteristics, including balance point, limit cycle bifurcation and stochastic Hopf bifurcation; the structural safety of system can be enhanced through choosing the suitable parameters. © 2021 Elsevier B.V.",,,
673,10.1088/1361-651X/ac2b37,Designing hexagonal close packed high entropy alloys using machine learning,"High entropy alloys (HEAs) have drawn significant interest in the materials research community owing to their remarkable physical and mechanical properties. These improved physicochemical properties manifest due to the formation of simple solid solution phases with unique microstructures. Though several pathbreaking HEAs have been reported, the field of alloy design, which has the potential to guide alloy screening, is still an open topic hindering the development of new HEA compositions, particularly ones with hexagonal close packed (hcp) crystal structure. In this work, an attempt has been made to develop an intelligent extra tree (ET) classification model based on the key thermodynamic and structural properties, to predict the phase evolution in HEAs. The results of correlation analysis suggest that all the selected thermodynamic and structural features are viable candidates for the descriptor dataset. Testing accuracy of above 90% along with excellent performance matrices for the ET classifier reveal the robustness of the model. The model can be employed to design novel hcp HEAs and as a valuable tool in the alloy design of HEAs in the future. © 2021 IOP Publishing Ltd.",,,
674,10.1021/acsami.1c16696,Machine Learning-Driven High-Throughput Screening of Alloy-Based Catalysts for Selective CO2Hydrogenation to Methanol,"The revolutionary development of machine learning and data science and exploration of its application in material science are huge achievements of the scientific community in the past decade. In this work, we have reported an efficient approach of machine learning-aided high-throughput screening for finding selective earth-abundant high-entropy alloy-based catalysts for CO<inf>2</inf> to methanol formation using a machine learning algorithm and microstructure model. For this, we have chosen earth-abundant Cu, Co, Ni, Zn, and Mg metals to form various alloy-based compositions (bimetallic, trimetallic, tetrametallic, and high-entropy alloys) for selective CO<inf>2</inf> reduction reaction toward CH3OH. Since there are several possible surface microstructures for different alloys, we have used machine learning along with DFT calculations for high-throughput screening of the catalysts. In this study, the stability of various 8-atom fcc periodic (111) surface unit cells has been calculated using the atomic-size difference factor (δ) as well as the ratio taken from Gibbs free energy of mixing (ω). Thinking about the simplicity and accuracy, microstructure models by considering the neighboring atoms of the adsorption sites and others as Cu atoms have been considered for different adsorption sites (on-top, bridge, and hollow-hcp). Moreover, the adsorption energies of the *H, *O, *CO, *HCO, *H2CO, and *H3CO intermediates have been predicted using the best fitted algorithm of the training set. The predicted adsorption energies have been screened based on the pure Cu adsorption energy. Furthermore, the screened catalysts have been correlated among different adsorption site microstructures. At the end, we were able to find seven active catalysts, among which two catalysts are CuCoNiZn-based tetrametallic, three catalysts are CuNiZn-based trimetallic, and two catalysts are CuCoZn-based trimetallic alloys. Hence, this work demonstrates not an ultimate but an efficient approach for finding new product-selective catalysts, and we expect that it can be convenient for other similar types of reactions in forthcoming days. © 2021 American Chemical Society.",,,
675,10.3390/ma14237213,Machine learning-based strength prediction for refractory high-entropy alloys of the Al-Cr-Nb-Ti-V-Zr system,"The aim of this work was to provide a guidance to the prediction and design of high-entropy alloys with good performance. New promising compositions of refractory high-entropy alloys with the desired phase composition and mechanical properties (yield strength) have been predicted using a combination of machine learning, phenomenological rules and CALPHAD mod-eling. The yield strength prediction in a wide range of temperatures (20–800 °C) was made using a surrogate model based on a support-vector machine algorithm. The yield strength at 20 °C and 600 °C was predicted quite precisely (the average prediction error was 11% and 13.5%, respectively) with a decrease in the precision to slightly higher than 20% at 800 °C. An Al13Cr12Nb20Ti20V35 alloy with an excellent combination of ductility and yield strength at 20 °C (16.6% and 1295MPa, respec-tively) and at 800 °C (more 50% and 898MPa, respectively) was produced based on the prediction. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,
676,10.1002/advs.202101207,Machine-Learning Microstructure for Inverse Material Design,"Metallurgy and material design have thousands of years’ history and have played a critical role in the civilization process of humankind. The traditional trial-and-error method has been unprecedentedly challenged in the modern era when the number of components and phases in novel alloys keeps increasing, with high-entropy alloys as the representative. New opportunities emerge for alloy design in the artificial intelligence era. Here, a successful machine-learning (ML) method has been developed to identify the microstructure images with eye-challenging morphology for a number of martensitic and ferritic steels. Assisted by it, a new neural-network method is proposed for the inverse design of alloys with 20 components, which can accelerate the design process based on microstructure. The method is also readily applied to other material systems given sufficient microstructure images. This work lays the foundation for inverse alloy design based on microstructure images with extremely similar features. © 2021 The Authors. Advanced Science published by Wiley-VCH GmbH",,,
677,10.1016/j.matdes.2021.110177,Machine learning assisted modelling and design of solid solution hardened high entropy alloys,"High entropy alloys (HEAs) are considered as a way to unlock the unlimited potentials of materials during material design, where solid solution hardening (SSH) is one of the major contributors to their excellent mechanical properties. In this work, machine learning (ML) is applied for modelling SSH in HEAs, and a ML system is established for designing solid solution hardened HEAs. The ML-SSH model is built by considering critical factors in SSH theories and parameters associated with the atomic environment and interactions in HEAs as input features, and is demonstrated to be superior to physical SSH models in terms of hardness prediction. The effects of charge transfer and short range order (SRO) and local composition fluctuations on SSH in HEAs are confirmed using feature engineering approaches. Furthermore, two physical models are modified by introducing charge transfer to enhance their accuracy. Finally, an alloy design system is built by combining the ML-SSH model and ML models for single solid solution phase prediction, achieving good agreement with the experimental results of FeNiCuCo and CrMoNbTi families. The non-equiatomic counterparts with 28.3% and 8.8% hardness values higher than their equiatomic counterparts of FeNiCuCo and CrMoNbTi families respectively are discovered. © 2021 The Authors",,,
678,10.1038/s41524-021-00623-4,Predicting temperature-dependent ultimate strengths of body-centered-cubic (BCC) high-entropy alloys,"This paper presents a bilinear log model, for predicting temperature-dependent ultimate strength of high-entropy alloys (HEAs) based on 21 HEA compositions. We consider the break temperature, T<inf>break</inf>, introduced in the model, an important parameter for design of materials with attractive high-temperature properties, one warranting inclusion in alloy specifications. For reliable operation, the operating temperature of alloys may need to stay below T<inf>break</inf>. We introduce a technique of global optimization, one enabling concurrent optimization of model parameters over low-temperature and high-temperature regimes. Furthermore, we suggest a general framework for joint optimization of alloy properties, capable of accounting for physics-based dependencies, and show how a special case can be formulated to address the identification of HEAs offering attractive ultimate strength. We advocate for the selection of an optimization technique suitable for the problem at hand and the data available, and for properly accounting for the underlying sources of variations. © 2021, The Author(s).",,,
679,10.1038/s41524-021-00577-7,High energy barriers for edge dislocation motion in body-centered cubic high entropy alloys,"Recent theory proposes that edge dislocations in random body-centered cubic (BCC) high entropy alloys have high barriers for motion, conveying high strengths up to high temperatures. Here, the energy barriers for edge motion are computed for two model alloys, NbTaV and MoNbTaW as represented by interatomic potentials, using the Nudged Elastic Band method and compared to theoretical predictions. The average magnitude of the barriers and the average spacing of the barriers along the glide direction agree well with the analytical theory, with no adjustable parameters. The evolution of the barriers versus applied stress is modeled, and the mean strength is in reasonable agreement with the predicted zero-temperature strength. These findings validate the analytic theory. A reduced analytic model based on solute misfit volumes is then applied to Hf-Mo-Nb-Ta-Ti-Zr and Mo-Nb-Ta-Ti-V-W alloys, rationalizing the observed significant strength increases at room temperature and 1000 ∘C upon addition of solutes with large misfit into a base alloy. The analytic theory for edge motion is thus a powerful validated tool for guiding alloy selection. © 2021, The Author(s).",,,
680,10.1007/s42247-021-00249-8,Emergence of machine learning in the development of high entropy alloy and their prospects in advanced engineering applications,"The high entropy alloys have become the most intensely researched materials in recent times. They offer the flexibility to choose a large array of metallic elements in the periodic table, a combination of which produces distinctive desirable properties that are not possible to be obtained by the pristine metals. Over the past decade, a myriad of publications has inundated the aspects of materials synthesis concerning HEA. Hitherto, the practice of HEA development has largely relied on a trial-and-error basis, and the hassles associate with this effort can be reduced by adopting a machine learning approach. This way, the “right first time” approach can be adopted to deterministically predict the right combination and composition of metallic elements to obtain the desired functional properties. This article reviews the latest advances in adopting machine learning approaches to predict and develop newer compositions of high entropy alloys. The review concludes by highlighting the newer applications areas that this accelerated development has enabled such that the HEA coatings can now potentially be used in several areas ranging from catalytic materials, electromagnetic shield protection and many other structural applications. © 2021, The Author(s).",,,
681,10.1038/s41524-020-00488-z,A general and transferable deep learning framework for predicting phase formation in materials,"Machine learning has been widely exploited in developing new materials. However, challenges still exist: small dataset is common for most tasks; new datasets, special descriptors and specific models need to be built from scratch when facing a new task; knowledge cannot be readily transferred between independent models. In this paper we propose a general and transferable deep learning (GTDL) framework for predicting phase formation in materials. The proposed GTDL framework maps raw data to pseudo-images with some special 2-D structure, e.g., periodic table, automatically extracts features and gains knowledge through convolutional neural network, and then transfers knowledge by sharing features extractors between models. Application of the GTDL framework in case studies on glass-forming ability and high-entropy alloys show that the GTDL framework for glass-forming ability outperformed previous models and can correctly predicted the newly reported amorphous alloy systems; for high-entropy alloys the GTDL framework can discriminate five types phases (BCC, FCC, HCP, amorphous, mixture) with accuracy and recall above 94% in fivefold cross-validation. In addition, periodic table knowledge embedded in data representations and knowledge shared between models is beneficial for tasks with small dataset. This method can be easily applied to new materials development with small dataset by reusing well-trained models for related materials. © 2021, The Author(s).",,,
682,10.1016/j.jallcom.2021.160787,Design of corrosion-resistant high-entropy alloys through valence electron concentration and new PHACOMP,"Various methods can be used to predict the phase composition of conventional alloys. However, it is relatively difficult to predict high-entropy alloys (HEAs) owing to their complexity. There remain many challenges in designing HEAs with desirable properties. In this study, two strategies were applied to design corrosion-resistant non-equal-molar CoCrFeMoNi HEAs with a single phase. The two strategies were prediction for valence electron concentration dependent structural behavior to evaluate the matrix of HEAs, and average D-orbital energy level (M̅<inf>d</inf>) that was initially used to predict precipitation in superalloys under different temperatures. The validity of these two approaches was determined by thermal stability. The corrosion behaviors of the designed HEAs were investigated by polarization tests. In conclusion, the phase compositions of CoCrFeMoNi HEAs were predicted using a combination of the two approaches. The corrosion resistance was also competitive compared to that of Hastelloy C276. This research can provide a reference for the future development of corrosion-resistant HEAs with a single phase. © 2021 Elsevier B.V.",,,
683,10.1016/j.jallcom.2021.160776,First-principles-based high-throughput computation for high entropy alloys with short range order,"We extend the small set of ordered structures (SSOS) method to calculate several typical materials properties of high entropy alloys (HEAs) with short range order (SRO). Using both equimolar and non-equimolar quinary CoCuFeNiPd HEAs with SRO as an example, we calculate ground state energy, lattice constant, mass density and elastic moduli, and compare them with those obtained from the special quasi-random structure (SQS) method. The calculated properties are in good agreement with those obtained by SQS. Importantly, the computational cost of the SSOS method for achieving the same accuracy is only a small fraction of the computational cost of the SQS method. We further show that the application of machine learning methods can further reduce the computational cost of the SSOS method and maintain the same level of accuracy, making it especially suitable for high-throughput calculations of HEAs with SRO. © 2021 Elsevier B.V.",,,
684,10.1016/j.commatsci.2021.110755,Rapid screening of high-entropy alloys using neural networks and constituent elements,"Particularly over the past year, there has been a significant surge in machine learning (ML) methods to predict new High-Entropy Alloys (HEAs). Despite considerable achievements from these attempts, their models require datasets built on thermodynamic and Hume-Rothery (HR) features of the alloys. Often, some of these features are taxing to obtain and involve substantial estimations. Considering that an alloy's composition is always known for certain, we present the idea of using compositional (atomic percentage) data with a simple neural network to predict HEA phases. This is to encourage the use of ML and enable the average researcher to rapidly screen potential HEA compositions. We also explore a neural network which uses HR features along with the atomic percentage data and compare the two models. The neural network working with compositional data only (NN1) achieved an average testing accuracy of 92%, whereas the neural network working with HR features as well as compositional data (NN2) achieved an average testing accuracy of 90%. That NN1 outperforms the vast majority of models of the present date has significant implications, as it shows that the complete abandonment of predictive features is not only possible but also advantageous. To validate the models, we use NN1 and NN2 to predict the solid-solution window of the Al<inf>x</inf>CrCuFeNi system. Both networks predicts that beyond x = 1.4, the system is predominantly intermetallic. This was confirmed by arc-melting the x = 1.0, x = 1.3, x = 1.5 and x = 2 samples and studying their microstructures using SEM imaging. © 2021",,,
685,10.1016/j.commatsci.2021.110723,Accelerated discovery of single-phase refractory high entropy alloys assisted by machine learning,"Herein, we proposed a strategy to design single-phase refractory high entropy alloys (RHEAs) with the assistance of machine learning algorithms. Based on an extensive dataset (1807 entries) built in this work, we applied multiple machine learning algorithms to train the dataset. After the blind test, we found that the Gradient boosting (GB) model can distinguish the single-phase-solid solution and non-single-phase-solid solution alloys with a test accuracy of 96.41%. Given the GB model, we predicted over 100 equiatomic oxidation-resistance RHEAs from the composition space of eight metallic elements. After that, we synthesized ten of these predicted single-phase RHEAs by mechanical alloying. The XRD patterns show that all of them are single-phase BCC solid solution. The experimental results agree well with the prediction results, indicating the excellent performance of the machine learning model in single-phase RHEAs prediction. With the aid of the machine learning method, single-phase oxidation-resistant RHEAs were successfully designed. Our work presents a novel strategy with outstanding performance and evident effectiveness on the accelerated discovery of novel metallic materials used for extreme environments. © 2021 Elsevier B.V.",,,
686,10.1007/s12666-021-02335-1,Microstructure Evolution and an ANN Approach for Microhardness Prediction of Suction Cast FeCoNiCrMnVNb Eutectic High-Entropy Alloys,"The present work explores the design and development of Fe<inf>35-X</inf>Co<inf>10</inf>Ni<inf>25</inf>Cr<inf>15</inf>Mn<inf>5</inf>V<inf>10</inf>Nbx (x = 2.5, 5, 7.5, and 10 at. %) eutectic high-entropy alloys (EHEAs) using a combination of thermodynamic simulation and experimental approaches. The studied EHEAs consist of primary Fe–Ni–Cr-rich FCC solid solution phase and eutectic mixture between FCC solid solution phase and Nb-rich Fe<inf>2</inf>Nb-type C14 Laves phase. The microstructural feature of studied EHEAs varies from hypoeutectic to fully eutectic with an increase in the Nb concentration, and the microhardness increases with increasing Nb concentration. Furthermore, the hardness values of reported HEAs along with the studied EHEAs as a function of alloying elements are taken into consideration to establish an artificial neural network (ANN) model to predict the microhardness of EHEAs. The predicted results obtained are in good agreement with the experimental data having the correlation coefficient (R) of 0.9878 and an average absolute relative error (AARE) of 4.82%. © 2021, The Indian Institute of Metals - IIM.",,,
687,10.1177/09544062211008935,A review on phase prediction in high entropy alloys,"The formation of single phase solid solution in High Entropy Alloys (HEAs) is essential for the properties of the alloys therefore, numerous approach were proposed by many researchers to predict the stability of single phase solid solution in High Entropy Alloy. The present review examines some of the recent developments while using computational intelligence techniques such as parametric approach, CALPHAD, Machine Learning etc. for prediction of various phase formation in multicomponent high entropy alloys. A detail study of this data-driven approaches pertaining to the understanding of structural and phase formation behaviour of a new class of compositionally complex alloys is done in the present investigation. The advantages and drawbacks of the various computational are also discussed. Finally, this review aims at understanding several computational modeling tools complying the thermodynamic criteria for phase formation of novel HEAs which could possibly deliver superior mechanical properties keeping an aim at advanced engineering applications. © IMechE 2021.",,,
688,10.1016/j.jmst.2021.01.054,Machine learning of phases and mechanical properties in complex concentrated alloys,"The mechanical properties of complex concentrated alloys (CCAs) depend on their formed phases and corresponding microstructures. The data-driven prediction of the phase formation and associated mechanical properties is essential to discovering novel CCAs. The present work collects 557 samples of various chemical compositions, comprising 61 amorphous, 167 single-phase crystalline, and 329 multi-phases crystalline CCAs. Three classification models are developed with high accuracies to category and understand the formed phases of CCAs. Also, two regression models are constructed to predict the hardness and ultimate tensile strength of CCAs, and the correlation coefficient of the random forest regression model is greater than 0.9 for both of two targeted properties. Furthermore, the Shapley additive explanation (SHAP) values are calculated, and accordingly four most important features are identified. A significant finding in the SHAP values is that there exists a critical value in each of the top four features, which provides an easy and fast assessment in the design of improved mechanical properties of CCAs. The present work demonstrates the great potential of machine learning in the design of advanced CCAs. © 2021",,,
689,10.1016/j.msea.2021.141940,Constitutive modeling of the hot deformation behavior of CoCrFeMnNi high-entropy alloy,"The unfolding characteristics of high-entropy alloys (HEAs) are challenging traditional materials science field with promise for innovative applications, including aerospace and defence. This makes them strong candidates for future applications in the aerospace and defense industries. This research focuses on the hot compressive behavior of equiatomic CoCrFeMnNi alloy at strain rates of 0.01 s−1 and 1 s−1 and temperatures ranging between 200 and 800 °C. The experimental results were used to develop plastic flow stress models for a variety of existing constitutive models, namely, the Johnson-Cook, modified Johnson-Cook, Zerilli-Armstrong, modified Zerilli-Armstrong, Zener-Hollomon, Hensel-Spittel, and modified Hensel-Spittel. The models were then compared using the correlation coefficient (R) and average absolute relative error (AARE) to determine their suitability for predicting the deformation behavior of this alloy. The results show that the modified Johnson-Cook, Zener-Hollomon, Hensel-Spittel, and modified Hensel-Spittel models are all found to provide reasonable predictive accuracy for the studied alloy. Microstructural analysis was also conducted to compare the samples' microstructures before and after deformation to confirm the occurrence of discontinuous dynamic recrystallization when strained at 800 °C. This phenomenon explains the material's stress behavior at a lower strain rate, which affects the modeling results. © 2021 Elsevier B.V.",,,
690,10.1016/j.jallcom.2021.160295,A focused review on machine learning aided high-throughput methods in high entropy alloy,"High-entropy alloys (HEAs) have attracted tremendous attention in various fields due to unique microstructures and many excellent properties. For particular applications, an in-depth understanding of the essence is important to further developing new HEAs with promising properties. In present paper, the recent development of HEAs was reviewed, including the phase formation and microstructures, various properties, and multi-scale modeling aided composition design. Materials informatics employ machine learning (ML) method to map the relationship between a targeted property and various materials descriptors, providing new avenues to accelerate the discovery of new materials. Particularly with the aid of machine learning approach, reliable composition-properties features can be offered which can act as guides for tuning composition design in HEAs. Eventually, potentials of utilizing machine learning combined multi-scale computation in materials science and the future prospects of HEAs are put forward. © 2021 Elsevier B.V.",,,
691,10.1007/s11669-021-00898-6,Thermodynamics and Chemical Ordering of Liquid Cu-Hf-Ni-Ti-Zr Alloys,"A database to calculate the thermodynamic properties of the liquid quinary Cu-Hf-Ni-Ti-Zr glass forming alloys is developed in the framework of the CALPHAD method. The thermodynamic properties of liquid alloys are modeled using the associate solution model. The thermodynamic properties of three-, four- and five-component liquid alloys of the Cu-Hf-Ni-Ti-Zr system are calculated for a wide composition range. Particular attention is paid to alloys of equiatomic composition, including high-entropy CuHfNiTiZr alloy. The interplay of the ideal and excess contributions to the Gibbs energy of mixing for multicomponent liquid alloys is analyzed, and their role in the thermodynamic stability of the liquid phase is discussed. The amorphization ranges in quaternary and quinary systems are predicted by considering a total molar fraction of associates in liquid alloys. It is shown that equiatomic CuHfNiTiZr liquid falls into the predicted amorphization space. The predicted amorphization ranges for quaternary and quinary systems agree well with available experimental data. © 2021, ASM International.",,,
692,10.3390/met11101559,High-entropy alloys properties prediction model by using artificial neural network algorithm,"A new approach method has been studied for the efficient and accurate prediction of high-entropy alloys (HEAs) properties. The artificial neural network (ANN) algorithm was employed to predict the mechanical properties such as yield strength, microstructure, and elongation of the alloy by training from the mole fraction and post-process information that has an influence on the mechanical properties. The mean error rate of prediction for the yield strength was 19.6%. Microstructure predictions were consistent for all test data. On the other hand, the ANN model trained only with mole fraction data had a yield strength prediction error of 33.9%. Omission of post-process data caused a decrease in the accuracy. In addition, the prediction was performed with the lasso regression model in the same way. The mean error rate of the lasso model trained with only a mole fraction was 26.1%. The lasso model trained with a mole fraction and post-process data had a yield strength prediction error of 31.1%. The linear regression equation showed limitations, as the accuracy decreased as the number of independent variables increased. As there are more variables affecting metal properties, the ANN approach is more advantageous, and the more data there are, the more accuracy increases, making it possible to design HEAs alloys that are simpler and more efficient than conventional methods. This approach predicted HEAs properties using only mole fraction and post-processing information, without the need to use conventional physicochemical theories or perform derived complex calculations. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,
693,10.1007/s11669-021-00902-z,Diffusion Multiples as a Tool to Efficiently Explore the Composition Space of High Entropy Alloys,"The concept of high entropy alloys (HEAs) has already provided specific alloys presenting improved structural and functional properties. However, the discovery and development of new HEAs still represent a big challenge due to their chemical complexity. Diffusion multiples can be used as an experimental approach to screen large composition ranges. The method consists in heat-treating intimately bonded metallic blocks to activate diffusion, thus creating gradients of compositions. Local chemical and physical properties can be directly probed using advanced characterization techniques. The measured characteristics and properties can be further analysed to estimate diffusion properties or mechanical properties. In the present study, four different diffusion multiples related to the Cantor alloy system, Cr-Fe-Mn-Co-Ni, were investigated. Resulting microstructures were investigated after several heat treatments to assess the claimed entropy-based stabilization of a single phase. Crystallographic characterization by EBSD coupled to EDX mapping were compared to Calphad predictions. Local nano-indentation mapping was carried out and compared to the prediction of the yield strength model proposed by Walbrühl et al. (Mater Sci Eng A 700: 301–311, 2017, https://doi.org/10.1016/j.msea.2017.06.001). © 2021, ASM International.",,,
694,10.1016/j.commatsci.2021.110693,Neural-network model for force prediction in multi-principal-element alloys,"Atomistic simulations can provide useful insights into the physical properties of multi-principal-element alloys. However, classical potentials mostly fail to capture key quantum (electronic-structure) effects. We present a deep 3D convolutional neural network (3D CNN) based framework combined with a voxelization technique to design interatomic potentials for chemically complex alloys. We highlight the performance of the 3D CNN model and its efficacy in computing potentials using the medium-entropy alloy TaNbMo. In order to provide insights into the effect of voxel resolution, we implemented two approaches based on the inner and outer bounding boxes. An efficient 3D CNN model, which is as accurate as the density-functional theory (DFT) approach, for calculating potentials will provide a promising schema for accurate atomistic simulations of structure and dynamics of general multi-principle element alloys. © 2021 Elsevier B.V.",,,
695,10.1016/j.matpr.2020.08.145,Prediction of strength characteristics of high-entropy alloys Al-Cr-Nb-Ti-V-Zr systems,"Experimental evaluations of mechanical properties and investigations microstructure are time-intensive, requiring weeks or months to produce and characterize a small number of candidate alloys. In this work, machine learning approaches were used for prediction yield strengths of high-entropy alloys Al-Cr-Nb-Ti-V-Zr system at 20, 600 and 800 °C. Surrogate prediction model was built with support vector regression algorithm by a dataset including more 30 alloys Al-Cr-Nb-Ti-V-Zr system. Four model alloys were fabricated for testing the surrogate model by vacuum arc melting. After that model alloys were annealed in a quartz tube at 1200 °C 10 h. The microstructure of alloys after heat treatment were investigated with methods of scanning electron microscopy and X-ray structural analysis. Specimens of model alloys were compressed in the air at a nominal strain rate of 10-4 s-1 at 20, 600 and 800 °C in a universal testing machine to determine the yield strength. The model showed the satisfactory accuracy prediction of yield strengths as single-phase as multi-phase alloys at all test temperatures. In connection with the small size of training dataset accuracy prediction of yield strengths for alloys outside composition space of training dataset is lower than inside. © 2020 Elsevier Ltd. All rights reserved.",,,
